央视频道,#genre#
黑龙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225736/index.m3u8
黑龙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225586/index.m3u8?fmt=ts2hls
黑龙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225690/index.m3u8
东方卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-dongfangstv/index.m3u8
北京卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-beijingstv/index.m3u8
天津卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-tianjinstv/index.m3u8
安徽卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-anhuistv/index.m3u8
山东卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-shandongstv/index.m3u8
广东卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-guangdongstv/index.m3u8
江苏卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-jiangsustv/index.m3u8
江西卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-jiangxistv/index.m3u8
浙江卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-zhejiangstv/index.m3u8
深圳卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-shenzhenstv/index.m3u8
湖北卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-hubeistv/index.m3u8
湖南卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-hunanstv/index.m3u8
辽宁卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-liaoningstv/index.m3u8
重庆卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-chongqingstv/index.m3u8
黑龙江卫视,http://117.169.124.149:8080/live/HD-8000k-1080P-heilongjiangstv/index.m3u8
云南卫视,http://117.157.25.180:6610/270000001128/9900000035/index.m3u8?
山西卫视,http://liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true
山西卫视,http://80ec27bff7f9ae80b961481da488e302.livehwc3.cn/liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true
西藏卫视,http://tv.vtibet.cn/live/EfgSmE4jCTBtvchannel3.m3u8
西藏卫视,http://117.169.124.149:8080/live/xizangstv/index.m3u8
陕西卫视,http://hor99.supersky.club:8000/rtp/239.111.205.35:5140
陕西卫视,http://117.169.124.149:8080/live/shanxi1stv/index.m3u8
青海卫视,http://117.157.25.180:6610/270000001128/9900000042/index.m3u8?
凤凰中文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226248/index.m3u8
凤凰资讯,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226274/index.m3u8
凤凰香港,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226251/index.m3u8
凤凰中文,http://39.135.138.58:18890/PLTV/88888888/224/3221226248/index.m3u8
凤凰资讯,http://39.135.138.58:18890/PLTV/88888888/224/3221226274/index.m3u8
凤凰香港,http://39.135.138.58:18890/PLTV/88888888/224/3221226251/index.m3u8

湖北地方,#genre#
湖北公共,http://hzzzz530.com:4022/udp/239.69.1.40:9880
湖北公共,http://ned2188.eicp.net:8888/udp/239.69.1.40:9880
湖北经视,http://hzzzz530.com:4022/udp/239.69.1.41:9886
湖北经视,http://ned2188.eicp.net:8888/udp/239.69.1.41:9886
湖北综合,http://hzzzz530.com:4022/udp/239.69.1.42:9892
湖北综合,http://ned2188.eicp.net:8888/udp/239.69.1.42:9892
湖北影视,http://hzzzz530.com:4022/udp/239.69.1.204:10866
湖北影视,http://ned2188.eicp.net:8888/udp/239.69.1.204:10866
湖北生活,http://hzzzz530.com:4022/udp/239.69.1.205:10872
湖北生活,http://ned2188.eicp.net:8888/udp/239.69.1.205:10872
湖北垄上,http://hzzzz530.com:4022/udp/239.69.1.43:9898
湖北垄上,http://ned2188.eicp.net:8888/udp/239.69.1.43:9898
湖北教育,http://hzzzz530.com:4022/udp/239.69.1.206:10878
湖北教育,http://ned2188.eicp.net:8888/udp/239.69.1.206:10878
长阳综合,http://changyang-live21.cjyun.org/10114/s10114-cy1t.m3u8?auth_key=1704038399-0-0-1fcaab230981d2c4f214defbef335ed5
长阳综合,http://61.160.202.88/changyang-live21.cjyun.org/10114/s10114-cy1t.m3u8?auth_key=1704038399-0-0-1fcaab230981d2c4f214defbef335ed5
宜都综合,http://yidushi-live21.cjyun.org/yidushi/s10092-yidushitv01.m3u8?auth_key=1704038399-0-0-f4d74ed0ac9ceda3f3bc9578111a235b
五峰综合,http://wufeng-live21.cjyun.org/10112/s10112-wffm.m3u8?auth_key=1704038399-0-0-236fe139fc8989e5586aab605371a64b
纪实人文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225654/index.m3u8
纪实人文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225609/index.m3u8?fmt=ts2hls
纪实人文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225655/index.m3u8
北京纪实,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225675/index.m3u8
北京纪实,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225676/index.m3u8
金鹰纪实,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225595/index.m3u8?fmt=ts2hls
CETV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225917/index.m3u8?fmt=ts2hls

影视频道,#genre#
爱上4K,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226352/index.m3u8
爱上4K,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001709/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
爱上4K,http://39.134.24.166/PLTV/88888888/224/3221226005/index.m3u8
爱上4K,http://hzzzz530.com:4022/udp/239.69.1.141:10482
爱上4K,http://ned2188.eicp.net:8888/udp/239.69.1.141:10482
4K超高清电影,http://xstartx.com:4000/rtp/239.93.1.156:5140
4K超高清电影,http://r.jdshipin.com/B7sfp
4K超高清电影,http://r.jdshipin.com/5DWJk
4K超高清电影,http://159.75.85.63:5681/sxg.php
峨眉电影,http://xstartx.com:4000/rtp/239.93.0.252:5140
峨眉电影,http://183.223.157.33:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=2
峨眉电影,http://183.223.157.33:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=2
峨眉电影,http://r.jdshipin.com/XIjta
峨眉电影,http://r.jdshipin.com/vFgDS
IPTV淘电影,http://genglicai.3322.org:9901/tsfile/live/1022_1.m3u8
IPTV淘电影,http://111.13.42.241/PLTV/88888888/224/3221226552/1.m3u8
IPTV淘电影,http://219.142.149.55:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
IPTV淘电影,http://222-128-98-255.nhost.00cdn.com:4000/udp/239.3.1.250:8001
IPTV淘电影,http://qnap.yjnhome.com:4000/udp/239.3.1.250:8001
IPTV淘电影,http://router.tonyliangli.cn:4022/udp/239.3.1.250:8001
IPTV淘电影,http://my.1024.net:84/live/100082/index.m3u8
IPTV 4K超清,http://221.179.217.76/PLTV/88888888/224/3221226550/1.m3u8
IPTV 4K超清,http://111.13.42.238/PLTV/88888888/224/3221226550/1.m3u8
IPTV 4K超清,http://219.142.149.55:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
IPTV 4K超清,http://222-128-98-255.nhost.00cdn.com:4000/udp/239.3.1.249:8001
IPTV 4K超清,http://qnap.yjnhome.com:4000/udp/239.3.1.249:8001
IPTV 4K超清,http://router.tonyliangli.cn:4022/udp/239.3.1.249:8001
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC家庭影院,http://111.20.40.170/PLTV/88888893/224/3221226462/index.m3u8
CHC高清电影,http://111.20.40.170/PLTV/88888893/224/3221226463/index.m3u8
CHC动作电影,http://111.20.40.170/PLTV/88888893/224/3221226465/index.m3u8
CHC动作电影,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC高清电影,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1
CHC动作电影,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1
CHC高清电影,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1
欢笑剧场4K,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226582/index.m3u8
欢笑剧场4K,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002156/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
黑莓电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225718/index.m3u8
黑莓电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225764/index.m3u8
黑莓电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225769/index.m3u8
4K影院,http://xstartx.com:4000/rtp/239.93.0.43:5140
精彩影视,http://223.83.183.218:9901/tsfile/live/0001_39.m3u8
Drama,http://117.157.25.180:6610/270000001128/9900000089/index.m3u8?
Movie,http://117.157.25.180:6610/270000001128/9900000090/index.m3u8?
高能脱口秀,http://bp-caster.bestv.com.cn/947/3/video.m3u8
最好的舞台,http://bp-caster.bestv.com.cn/940/3/video.m3u8
东方风云榜,http://bp-caster.bestv.com.cn/936/3/video.m3u8
粤语好声音,http://bp-caster.bestv.com.cn/943/3/video.m3u8
金曲青春,http://bp-caster.bestv.com.cn/941/3/video.m3u8
我们的歌,http://bp-caster.bestv.com.cn/945/3/video.m3u8
NewTV中国功夫,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225660/index.m3u8
NewTV军事评论,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225757/index.m3u8
NewTV军旅剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225669/index.m3u8
NewTV农业致富,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225670/index.m3u8
NewTV古装剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225678/index.m3u8
NewTV家庭剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225713/index.m3u8
NewTV怡伴健康,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225666/index.m3u8
NewTV明星大片,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225716/index.m3u8
NewTV欢乐剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226210/index.m3u8
NewTV武搏世界,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225656/index.m3u8
NewTV海外剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225712/index.m3u8
NewTV潮妈辣婆,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225708/index.m3u8
NewTV精品体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225709/index.m3u8
NewTV精品大剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225714/index.m3u8
NewTV精品纪录,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225710/index.m3u8
NewTV超级体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225622/index.m3u8
NewTV超级体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225648/index.m3u8
NewTV超级体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225767/index.m3u8
NewTV超级电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225623/index.m3u8
NewTV超级电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225766/index.m3u8
NewTV超级电视剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225625/index.m3u8
NewTV超级电视剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225765/index.m3u8
NewTV超级综艺,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225620/index.m3u8
NewTV超级综艺,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225768/index.m3u8
NewTV金牌综艺,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225711/index.m3u8
NewTV精品萌宠,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226245/index.m3u8

斗鱼直播,#genre#
华语点歌台,http://epg.112114.xyz/douyu/3186217
MV音乐频道,http://epg.112114.xyz/douyu/3870925
秋水自制MV,http://epg.112114.xyz/douyu/9588891
漫威蜘蛛侠,http://epg.112114.xyz/douyu/6140589
女神金魔兽,http://epg.112114.xyz/douyu/747764
贝爷影厅1,http://epg.112114.xyz/douyu/252802
贝爷影厅2,http://epg.112114.xyz/douyu/36337
贝爷IMAx影厅,http://epg.112114.xyz/douyu/4332
豆瓣高分影厅,http://epg.112114.xyz/douyu/8770422
小宇60帧影厅,http://epg.112114.xyz/douyu/323876
4KUHD影院,http://epg.112114.xyz/douyu/9249162
变种人系列影院,http://epg.112114.xyz/douyu/9651304
林正英,http://epg.112114.xyz/douyu/218859
星爷电影,http://epg.112114.xyz/douyu/122402
华语电影,http://epg.112114.xyz/douyu/85894
欧美电影,http://epg.112114.xyz/douyu/20415
刘德华,http://epg.112114.xyz/douyu/2516864
邵氏影院,http://epg.112114.xyz/douyu/4246519
港片华语,http://epg.112114.xyz/douyu/431460
经典喜剧,http://epg.112114.xyz/douyu/9650887
冰冰经典,http://epg.112114.xyz/douyu/74374
华语经典,http://epg.112114.xyz/douyu/434971
欧美大片,http://epg.112114.xyz/douyu/2793084
国产影厅,http://epg.112114.xyz/douyu/5423
一屋老友记,http://epg.112114.xyz/douyu/8814650
吃米滴虫香港片1,http://epg.112114.xyz/douyu/315457
吃米滴虫香港片2,http://epg.112114.xyz/douyu/5033502
奶虫恐怖电影,http://epg.112114.xyz/douyu/263824
恐怖影院,http://epg.112114.xyz/douyu/1165374
兔子影厅,http://epg.112114.xyz/douyu/8985415
339影院,http://epg.112114.xyz/douyu/1274132
猫和老鼠少儿,http://epg.112114.xyz/douyu/7888428
Agent电音,http://epg.112114.xyz/douyu/259574
周杰伦,http://epg.112114.xyz/douyu/7537296
华语点歌台,http://diyp.112114.xyz/douyu/3186217
MV音乐频道,http://diyp.112114.xyz/douyu/3870925
秋水自制MV,http://diyp.112114.xyz/douyu/9588891
漫威蜘蛛侠,http://diyp.112114.xyz/douyu/6140589
女神金魔兽,http://diyp.112114.xyz/douyu/747764
贝爷影厅1,http://diyp.112114.xyz/douyu/252802
贝爷影厅2,http://diyp.112114.xyz/douyu/36337
贝爷IMAx影厅,http://diyp.112114.xyz/douyu/4332
豆瓣高分影厅,http://diyp.112114.xyz/douyu/8770422
小宇60帧影厅,http://diyp.112114.xyz/douyu/323876
4KUHD影院,http://diyp.112114.xyz/douyu/9249162
变种人系列影院,http://diyp.112114.xyz/douyu/9651304
林正英,http://diyp.112114.xyz/douyu/218859
刘德华,http://diyp.112114.xyz/douyu/2516864
邵氏影院,http://diyp.112114.xyz/douyu/4246519
港片华语,http://diyp.112114.xyz/douyu/431460
经典喜剧,http://diyp.112114.xyz/douyu/9650887
冰冰经典,http://diyp.112114.xyz/douyu/74374
华语经典,http://diyp.112114.xyz/douyu/434971
欧美大片,http://diyp.112114.xyz/douyu/2793084
国产影厅,http://diyp.112114.xyz/douyu/5423
一屋老友记,http://diyp.112114.xyz/douyu/8814650
吃米滴虫香港片1,http://diyp.112114.xyz/douyu/315457
吃米滴虫香港片2,http://diyp.112114.xyz/douyu/5033502
恐怖影院,http://diyp.112114.xyz/douyu/1165374
兔子影厅,http://diyp.112114.xyz/douyu/8985415
339影院,http://diyp.112114.xyz/douyu/1274132
猫和老鼠少儿,http://diyp.112114.xyz/douyu/7888428
Agent电音,http://diyp.112114.xyz/douyu/259574
周杰伦,http://diyp.112114.xyz/douyu/7537296
